dataset,modelId,label,action,outcome,result,entryScore,confidence,grade,risk,distanceAtCommit
Genesis-027,trend_continuation,Trend Follow,SKIP,UNDER,skipped,36,65,C,Low,-18.0199999999968
Genesis-027,snapback_reversal,Snapback Guard,SKIP,UNDER,skipped,36,65,C,Low,-18.0199999999968
Genesis-027,odds_pressure,Odds Pressure,SKIP,UNDER,skipped,36,65,C,Low,-18.0199999999968
Genesis-027,meta_judge,Meta Judge,SKIP,UNDER,skipped,36,65,C,Low,-18.0199999999968
Genesis-027,core_v30,Core V30,SKIP,OVER,skipped,77,79,B+,Low,25.12000000000262
Genesis-027,v31_active,V31 Active,OVER,OVER,win,77,79,B+,Low,25.12000000000262
Genesis-027,v32_regime,V32 Regime,OVER,OVER,win,77,79,B+,Low,25.12000000000262
Genesis-027,v33_pro,V33 Pro Trader,OVER,OVER,win,77,79,B+,Low,25.12000000000262
Genesis-027,six_minute_commit,6m Commit,OVER,OVER,win,77,79,B+,Low,25.12000000000262
Genesis-027,late_catch,Late Catch,OVER,OVER,win,77,79,B+,Low,25.12000000000262
Genesis-027,trend_continuation,Trend Follow,SKIP,OVER,skipped,77,79,B+,Low,25.12000000000262
Genesis-027,snapback_reversal,Snapback Guard,OVER,OVER,win,77,79,B+,Low,25.12000000000262
Genesis-027,odds_pressure,Odds Pressure,OVER,OVER,win,77,79,B+,Low,25.12000000000262
Genesis-027,meta_judge,Meta Judge,OVER,OVER,win,77,79,B+,Low,25.12000000000262
Genesis-027,core_v30,Core V30,SKIP,OVER,skipped,41,51,D,Medium,-12.819999999999709
Genesis-027,v31_active,V31 Active,SKIP,OVER,skipped,41,51,D,Medium,-12.819999999999709
Genesis-027,v32_regime,V32 Regime,SKIP,OVER,skipped,41,51,D,Medium,-12.819999999999709
Genesis-027,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,41,51,D,Medium,-12.819999999999709
Genesis-027,six_minute_commit,6m Commit,SKIP,OVER,skipped,41,51,D,Medium,-12.819999999999709
Genesis-027,late_catch,Late Catch,SKIP,OVER,skipped,41,51,D,Medium,-12.819999999999709
Genesis-027,trend_continuation,Trend Follow,SKIP,OVER,skipped,41,51,D,Medium,-12.819999999999709
Genesis-027,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,41,51,D,Medium,-12.819999999999709
Genesis-027,odds_pressure,Odds Pressure,SKIP,OVER,skipped,41,51,D,Medium,-12.819999999999709
Genesis-027,meta_judge,Meta Judge,SKIP,OVER,skipped,41,51,D,Medium,-12.819999999999709
Genesis-027,core_v30,Core V30,SKIP,UNDER,skipped,24,76,B,Low,-58.599999999998545
Genesis-027,v31_active,V31 Active,UNDER,UNDER,win,24,76,B,Low,-58.599999999998545
Genesis-027,v32_regime,V32 Regime,UNDER,UNDER,win,24,76,B,Low,-58.599999999998545
Genesis-027,v33_pro,V33 Pro Trader,UNDER,UNDER,win,24,76,B,Low,-58.599999999998545
Genesis-027,six_minute_commit,6m Commit,UNDER,UNDER,win,24,76,B,Low,-58.599999999998545
Genesis-027,late_catch,Late Catch,UNDER,UNDER,win,24,76,B,Low,-58.599999999998545
Genesis-027,trend_continuation,Trend Follow,SKIP,UNDER,skipped,24,76,B,Low,-58.599999999998545
Genesis-027,snapback_reversal,Snapback Guard,UNDER,UNDER,win,24,76,B,Low,-58.599999999998545
Genesis-027,odds_pressure,Odds Pressure,UNDER,UNDER,win,24,76,B,Low,-58.599999999998545
Genesis-027,meta_judge,Meta Judge,UNDER,UNDER,win,24,76,B,Low,-58.599999999998545
Genesis-027,core_v30,Core V30,SKIP,UNDER,skipped,44,55,F,Medium,-17.590000000003783
Genesis-027,v31_active,V31 Active,SKIP,UNDER,skipped,44,55,F,Medium,-17.590000000003783
Genesis-027,v32_regime,V32 Regime,SKIP,UNDER,skipped,44,55,F,Medium,-17.590000000003783
Genesis-027,v33_pro,V33 Pro Trader,SKIP,UNDER,skipped,44,55,F,Medium,-17.590000000003783
Genesis-027,six_minute_commit,6m Commit,SKIP,UNDER,skipped,44,55,F,Medium,-17.590000000003783
Genesis-027,late_catch,Late Catch,SKIP,UNDER,skipped,44,55,F,Medium,-17.590000000003783
Genesis-027,trend_continuation,Trend Follow,SKIP,UNDER,skipped,44,55,F,Medium,-17.590000000003783
Genesis-027,snapback_reversal,Snapback Guard,SKIP,UNDER,skipped,44,55,F,Medium,-17.590000000003783
Genesis-027,odds_pressure,Odds Pressure,SKIP,UNDER,skipped,44,55,F,Medium,-17.590000000003783
Genesis-027,meta_judge,Meta Judge,SKIP,UNDER,skipped,44,55,F,Medium,-17.590000000003783
Genesis-027,core_v30,Core V30,OVER,OVER,win,90,82,A,Low,44.520000000004075
Genesis-027,v31_active,V31 Active,OVER,OVER,win,90,82,A,Low,44.520000000004075
Genesis-027,v32_regime,V32 Regime,OVER,OVER,win,90,82,A,Low,44.520000000004075
Genesis-027,v33_pro,V33 Pro Trader,OVER,OVER,win,90,82,A,Low,44.520000000004075
Genesis-027,six_minute_commit,6m Commit,OVER,OVER,win,90,82,A,Low,44.520000000004075
Genesis-027,late_catch,Late Catch,OVER,OVER,win,90,82,A,Low,44.520000000004075
Genesis-027,trend_continuation,Trend Follow,OVER,OVER,win,90,82,A,Low,44.520000000004075
Genesis-027,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,90,82,A,Low,44.520000000004075
Genesis-027,odds_pressure,Odds Pressure,OVER,OVER,win,90,82,A,Low,44.520000000004075
Genesis-027,meta_judge,Meta Judge,OVER,OVER,win,90,82,A,Low,44.520000000004075
Genesis-027,core_v30,Core V30,SKIP,OVER,skipped,47,53,D,Low,-14.009999999994761
Genesis-027,v31_active,V31 Active,SKIP,OVER,skipped,47,53,D,Low,-14.009999999994761
Genesis-027,v32_regime,V32 Regime,SKIP,OVER,skipped,47,53,D,Low,-14.009999999994761
Genesis-027,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,47,53,D,Low,-14.009999999994761
Genesis-027,six_minute_commit,6m Commit,SKIP,OVER,skipped,47,53,D,Low,-14.009999999994761
Genesis-027,late_catch,Late Catch,SKIP,OVER,skipped,47,53,D,Low,-14.009999999994761
Genesis-027,trend_continuation,Trend Follow,SKIP,OVER,skipped,47,53,D,Low,-14.009999999994761
Genesis-027,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,47,53,D,Low,-14.009999999994761
Genesis-027,odds_pressure,Odds Pressure,SKIP,OVER,skipped,47,53,D,Low,-14.009999999994761
Genesis-027,meta_judge,Meta Judge,SKIP,OVER,skipped,47,53,D,Low,-14.009999999994761
Genesis-027,core_v30,Core V30,SKIP,UNDER,skipped,36,65,C,Low,-33.099999999998545
Genesis-027,v31_active,V31 Active,SKIP,UNDER,skipped,36,65,C,Low,-33.099999999998545
Genesis-027,v32_regime,V32 Regime,SKIP,UNDER,skipped,36,65,C,Low,-33.099999999998545
Genesis-027,v33_pro,V33 Pro Trader,SKIP,UNDER,skipped,36,65,C,Low,-33.099999999998545
Genesis-027,six_minute_commit,6m Commit,SKIP,UNDER,skipped,36,65,C,Low,-33.099999999998545
Genesis-027,late_catch,Late Catch,SKIP,UNDER,skipped,36,65,C,Low,-33.099999999998545
Genesis-027,trend_continuation,Trend Follow,SKIP,UNDER,skipped,36,65,C,Low,-33.099999999998545
Genesis-027,snapback_reversal,Snapback Guard,SKIP,UNDER,skipped,36,65,C,Low,-33.099999999998545
Genesis-027,odds_pressure,Odds Pressure,SKIP,UNDER,skipped,36,65,C,Low,-33.099999999998545
Genesis-027,meta_judge,Meta Judge,SKIP,UNDER,skipped,36,65,C,Low,-33.099999999998545
Genesis-027,core_v30,Core V30,SKIP,UNDER,skipped,36,63,D,Low,-48.34000000000378
Genesis-027,v31_active,V31 Active,SKIP,UNDER,skipped,36,63,D,Low,-48.34000000000378
Genesis-027,v32_regime,V32 Regime,SKIP,UNDER,skipped,36,63,D,Low,-48.34000000000378
Genesis-027,v33_pro,V33 Pro Trader,SKIP,UNDER,skipped,36,63,D,Low,-48.34000000000378
Genesis-027,six_minute_commit,6m Commit,SKIP,UNDER,skipped,36,63,D,Low,-48.34000000000378
Genesis-027,late_catch,Late Catch,SKIP,UNDER,skipped,36,63,D,Low,-48.34000000000378
Genesis-027,trend_continuation,Trend Follow,SKIP,UNDER,skipped,36,63,D,Low,-48.34000000000378
Genesis-027,snapback_reversal,Snapback Guard,SKIP,UNDER,skipped,36,63,D,Low,-48.34000000000378
Genesis-027,odds_pressure,Odds Pressure,SKIP,UNDER,skipped,36,63,D,Low,-48.34000000000378
Genesis-027,meta_judge,Meta Judge,SKIP,UNDER,skipped,36,63,D,Low,-48.34000000000378
Genesis-027,core_v30,Core V30,SKIP,OVER,skipped,77,78,B+,Low,28.56999999999971
Genesis-027,v31_active,V31 Active,OVER,OVER,win,77,78,B+,Low,28.56999999999971
Genesis-027,v32_regime,V32 Regime,OVER,OVER,win,77,78,B+,Low,28.56999999999971
Genesis-027,v33_pro,V33 Pro Trader,OVER,OVER,win,77,78,B+,Low,28.56999999999971
Genesis-027,six_minute_commit,6m Commit,OVER,OVER,win,77,78,B+,Low,28.56999999999971
Genesis-027,late_catch,Late Catch,OVER,OVER,win,77,78,B+,Low,28.56999999999971
Genesis-027,trend_continuation,Trend Follow,SKIP,OVER,skipped,77,78,B+,Low,28.56999999999971
Genesis-027,snapback_reversal,Snapback Guard,OVER,OVER,win,77,78,B+,Low,28.56999999999971
Genesis-027,odds_pressure,Odds Pressure,OVER,OVER,win,77,78,B+,Low,28.56999999999971
Genesis-027,meta_judge,Meta Judge,OVER,OVER,win,77,78,B+,Low,28.56999999999971
Genesis-027,core_v30,Core V30,SKIP,UNDER,skipped,23,76,B,Low,-99.27999999999884
Genesis-027,v31_active,V31 Active,UNDER,UNDER,win,23,76,B,Low,-99.27999999999884
Genesis-027,v32_regime,V32 Regime,UNDER,UNDER,win,23,76,B,Low,-99.27999999999884
Genesis-027,v33_pro,V33 Pro Trader,UNDER,UNDER,win,23,76,B,Low,-99.27999999999884
Genesis-027,six_minute_commit,6m Commit,UNDER,UNDER,win,23,76,B,Low,-99.27999999999884
Genesis-027,late_catch,Late Catch,UNDER,UNDER,win,23,76,B,Low,-99.27999999999884
Genesis-027,trend_continuation,Trend Follow,SKIP,UNDER,skipped,23,76,B,Low,-99.27999999999884
Genesis-027,snapback_reversal,Snapback Guard,UNDER,UNDER,win,23,76,B,Low,-99.27999999999884
Genesis-027,odds_pressure,Odds Pressure,UNDER,UNDER,win,23,76,B,Low,-99.27999999999884
Genesis-027,meta_judge,Meta Judge,UNDER,UNDER,win,23,76,B,Low,-99.27999999999884
Genesis-027,core_v30,Core V30,OVER,OVER,win,100,82,A+,Low,134.1800000000003
Genesis-027,v31_active,V31 Active,OVER,OVER,win,100,82,A+,Low,134.1800000000003
Genesis-027,v32_regime,V32 Regime,OVER,OVER,win,100,82,A+,Low,134.1800000000003
Genesis-027,v33_pro,V33 Pro Trader,OVER,OVER,win,100,82,A+,Low,134.1800000000003
Genesis-027,six_minute_commit,6m Commit,OVER,OVER,win,100,82,A+,Low,134.1800000000003
Genesis-027,late_catch,Late Catch,OVER,OVER,win,100,82,A+,Low,134.1800000000003
Genesis-027,trend_continuation,Trend Follow,OVER,OVER,win,100,82,A+,Low,134.1800000000003
Genesis-027,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,100,82,A+,Low,134.1800000000003
Genesis-027,odds_pressure,Odds Pressure,OVER,OVER,win,100,82,A+,Low,134.1800000000003
Genesis-027,meta_judge,Meta Judge,OVER,OVER,win,100,82,A+,Low,134.1800000000003
Genesis-027,core_v30,Core V30,SKIP,OVER,skipped,76,78,B+,Medium,15.389999999999418
Genesis-027,v31_active,V31 Active,OVER,OVER,win,76,78,B+,Medium,15.389999999999418
Genesis-027,v32_regime,V32 Regime,OVER,OVER,win,76,78,B+,Medium,15.389999999999418
Genesis-027,v33_pro,V33 Pro Trader,OVER,OVER,win,76,78,B+,Medium,15.389999999999418
Genesis-027,six_minute_commit,6m Commit,OVER,OVER,win,76,78,B+,Medium,15.389999999999418
Genesis-027,late_catch,Late Catch,OVER,OVER,win,76,78,B+,Medium,15.389999999999418
Genesis-027,trend_continuation,Trend Follow,SKIP,OVER,skipped,76,78,B+,Medium,15.389999999999418
Genesis-027,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,76,78,B+,Medium,15.389999999999418
Genesis-027,odds_pressure,Odds Pressure,OVER,OVER,win,76,78,B+,Medium,15.389999999999418
Genesis-027,meta_judge,Meta Judge,OVER,OVER,win,76,78,B+,Medium,15.389999999999418
Genesis-027,core_v30,Core V30,SKIP,UNDER,skipped,32,67,C,Low,-36.68999999999505
Genesis-027,v31_active,V31 Active,SKIP,UNDER,skipped,32,67,C,Low,-36.68999999999505
Genesis-027,v32_regime,V32 Regime,SKIP,UNDER,skipped,32,67,C,Low,-36.68999999999505
Genesis-027,v33_pro,V33 Pro Trader,SKIP,UNDER,skipped,32,67,C,Low,-36.68999999999505
Genesis-027,six_minute_commit,6m Commit,SKIP,UNDER,skipped,32,67,C,Low,-36.68999999999505
Genesis-027,late_catch,Late Catch,SKIP,UNDER,skipped,32,67,C,Low,-36.68999999999505
Genesis-027,trend_continuation,Trend Follow,SKIP,UNDER,skipped,32,67,C,Low,-36.68999999999505
Genesis-027,snapback_reversal,Snapback Guard,SKIP,UNDER,skipped,32,67,C,Low,-36.68999999999505
Genesis-027,odds_pressure,Odds Pressure,SKIP,UNDER,skipped,32,67,C,Low,-36.68999999999505
Genesis-027,meta_judge,Meta Judge,SKIP,UNDER,skipped,32,67,C,Low,-36.68999999999505
Genesis-027,core_v30,Core V30,OVER,OVER,win,91,82,A,Low,122.56999999999971
Genesis-027,v31_active,V31 Active,OVER,OVER,win,91,82,A,Low,122.56999999999971
Genesis-027,v32_regime,V32 Regime,OVER,OVER,win,91,82,A,Low,122.56999999999971
Genesis-027,v33_pro,V33 Pro Trader,OVER,OVER,win,91,82,A,Low,122.56999999999971
Genesis-027,six_minute_commit,6m Commit,OVER,OVER,win,91,82,A,Low,122.56999999999971
Genesis-027,late_catch,Late Catch,OVER,OVER,win,91,82,A,Low,122.56999999999971
Genesis-027,trend_continuation,Trend Follow,OVER,OVER,win,91,82,A,Low,122.56999999999971
Genesis-027,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,91,82,A,Low,122.56999999999971
Genesis-027,odds_pressure,Odds Pressure,OVER,OVER,win,91,82,A,Low,122.56999999999971
Genesis-027,meta_judge,Meta Judge,OVER,OVER,win,91,82,A,Low,122.56999999999971
Genesis-027,core_v30,Core V30,SKIP,OVER,skipped,76,78,B+,Low,52.04000000000087
Genesis-027,v31_active,V31 Active,OVER,OVER,win,76,78,B+,Low,52.04000000000087
Genesis-027,v32_regime,V32 Regime,OVER,OVER,win,76,78,B+,Low,52.04000000000087
Genesis-027,v33_pro,V33 Pro Trader,OVER,OVER,win,76,78,B+,Low,52.04000000000087
Genesis-027,six_minute_commit,6m Commit,OVER,OVER,win,76,78,B+,Low,52.04000000000087
Genesis-027,late_catch,Late Catch,OVER,OVER,win,76,78,B+,Low,52.04000000000087
Genesis-027,trend_continuation,Trend Follow,SKIP,OVER,skipped,76,78,B+,Low,52.04000000000087
Genesis-027,snapback_reversal,Snapback Guard,OVER,OVER,win,76,78,B+,Low,52.04000000000087
Genesis-027,odds_pressure,Odds Pressure,OVER,OVER,win,76,78,B+,Low,52.04000000000087
Genesis-027,meta_judge,Meta Judge,OVER,OVER,win,76,78,B+,Low,52.04000000000087
Genesis-027,core_v30,Core V30,SKIP,OVER,skipped,63,63,D,Low,49.099999999998545
Genesis-027,v31_active,V31 Active,SKIP,OVER,skipped,63,63,D,Low,49.099999999998545
Genesis-027,v32_regime,V32 Regime,SKIP,OVER,skipped,63,63,D,Low,49.099999999998545
Genesis-027,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,63,63,D,Low,49.099999999998545
Genesis-027,six_minute_commit,6m Commit,SKIP,OVER,skipped,63,63,D,Low,49.099999999998545
Genesis-027,late_catch,Late Catch,SKIP,OVER,skipped,63,63,D,Low,49.099999999998545
Genesis-027,trend_continuation,Trend Follow,SKIP,OVER,skipped,63,63,D,Low,49.099999999998545
Genesis-027,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,63,63,D,Low,49.099999999998545
Genesis-027,odds_pressure,Odds Pressure,SKIP,OVER,skipped,63,63,D,Low,49.099999999998545
Genesis-027,meta_judge,Meta Judge,SKIP,OVER,skipped,63,63,D,Low,49.099999999998545
Genesis-027,core_v30,Core V30,UNDER,UNDER,win,1,82,A+,Low,-84.94000000000233
Genesis-027,v31_active,V31 Active,UNDER,UNDER,win,1,82,A+,Low,-84.94000000000233
Genesis-027,v32_regime,V32 Regime,UNDER,UNDER,win,1,82,A+,Low,-84.94000000000233
Genesis-027,v33_pro,V33 Pro Trader,UNDER,UNDER,win,1,82,A+,Low,-84.94000000000233
Genesis-027,six_minute_commit,6m Commit,UNDER,UNDER,win,1,82,A+,Low,-84.94000000000233
Genesis-027,late_catch,Late Catch,UNDER,UNDER,win,1,82,A+,Low,-84.94000000000233
Genesis-027,trend_continuation,Trend Follow,UNDER,UNDER,win,1,82,A+,Low,-84.94000000000233
Genesis-027,snapback_reversal,Snapback Guard,SKIP,UNDER,skipped,1,82,A+,Low,-84.94000000000233
Genesis-027,odds_pressure,Odds Pressure,UNDER,UNDER,win,1,82,A+,Low,-84.94000000000233
Genesis-027,meta_judge,Meta Judge,UNDER,UNDER,win,1,82,A+,Low,-84.94000000000233
Genesis-027,core_v30,Core V30,UNDER,UNDER,win,1,82,A+,Low,-217.37000000000262
Genesis-027,v31_active,V31 Active,UNDER,UNDER,win,1,82,A+,Low,-217.37000000000262
Genesis-027,v32_regime,V32 Regime,UNDER,UNDER,win,1,82,A+,Low,-217.37000000000262
Genesis-027,v33_pro,V33 Pro Trader,UNDER,UNDER,win,1,82,A+,Low,-217.37000000000262
Genesis-027,six_minute_commit,6m Commit,UNDER,UNDER,win,1,82,A+,Low,-217.37000000000262
Genesis-027,late_catch,Late Catch,UNDER,UNDER,win,1,82,A+,Low,-217.37000000000262
Genesis-027,trend_continuation,Trend Follow,UNDER,UNDER,win,1,82,A+,Low,-217.37000000000262
Genesis-027,snapback_reversal,Snapback Guard,SKIP,UNDER,skipped,1,82,A+,Low,-217.37000000000262
Genesis-027,odds_pressure,Odds Pressure,UNDER,UNDER,win,1,82,A+,Low,-217.37000000000262
Genesis-027,meta_judge,Meta Judge,UNDER,UNDER,win,1,82,A+,Low,-217.37000000000262
Genesis-027,core_v30,Core V30,OVER,OVER,win,100,82,A+,Low,157.02999999999884
Genesis-027,v31_active,V31 Active,OVER,OVER,win,100,82,A+,Low,157.02999999999884
Genesis-027,v32_regime,V32 Regime,OVER,OVER,win,100,82,A+,Low,157.02999999999884
Genesis-027,v33_pro,V33 Pro Trader,OVER,OVER,win,100,82,A+,Low,157.02999999999884
Genesis-027,six_minute_commit,6m Commit,OVER,OVER,win,100,82,A+,Low,157.02999999999884
Genesis-027,late_catch,Late Catch,OVER,OVER,win,100,82,A+,Low,157.02999999999884
Genesis-027,trend_continuation,Trend Follow,OVER,OVER,win,100,82,A+,Low,157.02999999999884
Genesis-027,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,100,82,A+,Low,157.02999999999884
Genesis-027,odds_pressure,Odds Pressure,OVER,OVER,win,100,82,A+,Low,157.02999999999884
Genesis-027,meta_judge,Meta Judge,OVER,OVER,win,100,82,A+,Low,157.02999999999884
Genesis-027,core_v30,Core V30,OVER,OVER,win,100,82,A+,Low,160.34000000000378
Genesis-027,v31_active,V31 Active,OVER,OVER,win,100,82,A+,Low,160.34000000000378
Genesis-027,v32_regime,V32 Regime,OVER,OVER,win,100,82,A+,Low,160.34000000000378
Genesis-027,v33_pro,V33 Pro Trader,OVER,OVER,win,100,82,A+,Low,160.34000000000378
Genesis-027,six_minute_commit,6m Commit,OVER,OVER,win,100,82,A+,Low,160.34000000000378
Genesis-027,late_catch,Late Catch,OVER,OVER,win,100,82,A+,Low,160.34000000000378
Genesis-027,trend_continuation,Trend Follow,OVER,OVER,win,100,82,A+,Low,160.34000000000378
Genesis-027,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,100,82,A+,Low,160.34000000000378
Genesis-027,odds_pressure,Odds Pressure,OVER,OVER,win,100,82,A+,Low,160.34000000000378
Genesis-027,meta_judge,Meta Judge,OVER,OVER,win,100,82,A+,Low,160.34000000000378
Genesis-027,core_v30,Core V30,SKIP,OVER,skipped,76,78,B+,Low,55.63999999999942
Genesis-027,v31_active,V31 Active,OVER,OVER,win,76,78,B+,Low,55.63999999999942
Genesis-027,v32_regime,V32 Regime,OVER,OVER,win,76,78,B+,Low,55.63999999999942
Genesis-027,v33_pro,V33 Pro Trader,OVER,OVER,win,76,78,B+,Low,55.63999999999942
Genesis-027,six_minute_commit,6m Commit,OVER,OVER,win,76,78,B+,Low,55.63999999999942
Genesis-027,late_catch,Late Catch,OVER,OVER,win,76,78,B+,Low,55.63999999999942
Genesis-027,trend_continuation,Trend Follow,SKIP,OVER,skipped,76,78,B+,Low,55.63999999999942
Genesis-027,snapback_reversal,Snapback Guard,OVER,OVER,win,76,78,B+,Low,55.63999999999942
Genesis-027,odds_pressure,Odds Pressure,OVER,OVER,win,76,78,B+,Low,55.63999999999942
Genesis-027,meta_judge,Meta Judge,OVER,OVER,win,76,78,B+,Low,55.63999999999942
Genesis-027,core_v30,Core V30,SKIP,OVER,skipped,68,68,C,Low,144.16999999999825
Genesis-027,v31_active,V31 Active,SKIP,OVER,skipped,68,68,C,Low,144.16999999999825
Genesis-027,v32_regime,V32 Regime,SKIP,OVER,skipped,68,68,C,Low,144.16999999999825
Genesis-027,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,68,68,C,Low,144.16999999999825
Genesis-027,six_minute_commit,6m Commit,SKIP,OVER,skipped,68,68,C,Low,144.16999999999825
Genesis-027,late_catch,Late Catch,SKIP,OVER,skipped,68,68,C,Low,144.16999999999825
Genesis-027,trend_continuation,Trend Follow,SKIP,OVER,skipped,68,68,C,Low,144.16999999999825
Genesis-027,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,68,68,C,Low,144.16999999999825
Genesis-027,odds_pressure,Odds Pressure,SKIP,OVER,skipped,68,68,C,Low,144.16999999999825
Genesis-027,meta_judge,Meta Judge,SKIP,OVER,skipped,68,68,C,Low,144.16999999999825
Genesis-027,core_v30,Core V30,UNDER,UNDER,win,6,82,A,Low,-181.18999999999505
Genesis-027,v31_active,V31 Active,UNDER,UNDER,win,6,82,A,Low,-181.18999999999505
Genesis-027,v32_regime,V32 Regime,UNDER,UNDER,win,6,82,A,Low,-181.18999999999505
Genesis-027,v33_pro,V33 Pro Trader,UNDER,UNDER,win,6,82,A,Low,-181.18999999999505
Genesis-027,six_minute_commit,6m Commit,UNDER,UNDER,win,6,82,A,Low,-181.18999999999505
Genesis-027,late_catch,Late Catch,UNDER,UNDER,win,6,82,A,Low,-181.18999999999505
Genesis-027,trend_continuation,Trend Follow,UNDER,UNDER,win,6,82,A,Low,-181.18999999999505
Genesis-027,snapback_reversal,Snapback Guard,SKIP,UNDER,skipped,6,82,A,Low,-181.18999999999505
Genesis-027,odds_pressure,Odds Pressure,UNDER,UNDER,win,6,82,A,Low,-181.18999999999505
Genesis-027,meta_judge,Meta Judge,UNDER,UNDER,win,6,82,A,Low,-181.18999999999505
Genesis-027,core_v30,Core V30,SKIP,UNDER,skipped,71,37,F,High,-9.040000000000873
Genesis-027,v31_active,V31 Active,SKIP,UNDER,skipped,71,37,F,High,-9.040000000000873
Genesis-027,v32_regime,V32 Regime,SKIP,UNDER,skipped,71,37,F,High,-9.040000000000873
Genesis-027,v33_pro,V33 Pro Trader,SKIP,UNDER,skipped,71,37,F,High,-9.040000000000873
Genesis-027,six_minute_commit,6m Commit,SKIP,UNDER,skipped,71,37,F,High,-9.040000000000873
Genesis-027,late_catch,Late Catch,SKIP,UNDER,skipped,71,37,F,High,-9.040000000000873
Genesis-027,trend_continuation,Trend Follow,SKIP,UNDER,skipped,71,37,F,High,-9.040000000000873
Genesis-027,snapback_reversal,Snapback Guard,SKIP,UNDER,skipped,71,37,F,High,-9.040000000000873
Genesis-027,odds_pressure,Odds Pressure,SKIP,UNDER,skipped,71,37,F,High,-9.040000000000873
Genesis-027,meta_judge,Meta Judge,SKIP,UNDER,skipped,71,37,F,High,-9.040000000000873
Genesis-027,core_v30,Core V30,SKIP,OVER,skipped,41,58,D,Low,-48.29000000000087
Genesis-027,v31_active,V31 Active,SKIP,OVER,skipped,41,58,D,Low,-48.29000000000087
Genesis-027,v32_regime,V32 Regime,SKIP,OVER,skipped,41,58,D,Low,-48.29000000000087
Genesis-027,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,41,58,D,Low,-48.29000000000087
Genesis-027,six_minute_commit,6m Commit,SKIP,OVER,skipped,41,58,D,Low,-48.29000000000087
Genesis-027,late_catch,Late Catch,SKIP,OVER,skipped,41,58,D,Low,-48.29000000000087
Genesis-027,trend_continuation,Trend Follow,SKIP,OVER,skipped,41,58,D,Low,-48.29000000000087
Genesis-027,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,41,58,D,Low,-48.29000000000087
Genesis-027,odds_pressure,Odds Pressure,SKIP,OVER,skipped,41,58,D,Low,-48.29000000000087
Genesis-027,meta_judge,Meta Judge,SKIP,OVER,skipped,41,58,D,Low,-48.29000000000087
Genesis-027,core_v30,Core V30,SKIP,OVER,skipped,33,65,C,Low,-44.66000000000349
Genesis-027,v31_active,V31 Active,SKIP,OVER,skipped,33,65,C,Low,-44.66000000000349
Genesis-027,v32_regime,V32 Regime,SKIP,OVER,skipped,33,65,C,Low,-44.66000000000349
Genesis-027,v33_pro,V33 Pro Trader,SKIP,OVER,skipped,33,65,C,Low,-44.66000000000349
Genesis-027,six_minute_commit,6m Commit,SKIP,OVER,skipped,33,65,C,Low,-44.66000000000349
Genesis-027,late_catch,Late Catch,SKIP,OVER,skipped,33,65,C,Low,-44.66000000000349
Genesis-027,trend_continuation,Trend Follow,SKIP,OVER,skipped,33,65,C,Low,-44.66000000000349
Genesis-027,snapback_reversal,Snapback Guard,SKIP,OVER,skipped,33,65,C,Low,-44.66000000000349
Genesis-027,odds_pressure,Odds Pressure,SKIP,OVER,skipped,33,65,C,Low,-44.66000000000349
Genesis-027,meta_judge,Meta Judge,SKIP,OVER,skipped,33,65,C,Low,-44.66000000000349
Genesis-027,core_v30,Core V30,SKIP,OVER,skipped,77,79,B+,Low,35.29000000000087
Genesis-027,v31_active,V31 Active,OVER,OVER,win,77,79,B+,Low,35.29000000000087
Genesis-027,v32_regime,V32 Regime,OVER,OVER,win,77,79,B+,Low,35.29000000000087
Genesis-027,v33_pro,V33 Pro Trader,OVER,OVER,win,77,79,B+,Low,35.29000000000087
Genesis-027,six_minute_commit,6m Commit,OVER,OVER,win,77,79,B+,Low,35.29000000000087
Genesis-027,late_catch,Late Catch,OVER,OVER,win,77,79,B+,Low,35.29000000000087
Genesis-027,trend_continuation,Trend Follow,SKIP,OVER,skipped,77,79,B+,Low,35.29000000000087
Genesis-027,snapback_reversal,Snapback Guard,OVER,OVER,win,77,79,B+,Low,35.29000000000087
Genesis-027,odds_pressure,Odds Pressure,OVER,OVER,win,77,79,B+,Low,35.29000000000087
Genesis-027,meta_judge,Meta Judge,OVER,OVER,win,77,79,B+,Low,35.29000000000087
Genesis-027,core_v30,Core V30,SKIP,OVER,skipped,64,63,D,Low,40.13999999999942
Genesis-027,v31_active,V31 Active,SKIP,OVER,skipped,64,63,D,Low,40.13999999999942
Genesis-027,v32_regime,V32 Regime,SKIP,OVER,skipped,64,63,D,Low,40.13999999999942
